TIME,COUNTRY,AGE,VALUE
2018,Denmark,Less than 6 years,29325
2018,Denmark,From 6 to 11 years,31544
2018,Denmark,From 11 to 15 years,0
2018,Denmark,From 12 to 17 years,29373
2018,Denmark,Less than 16 years,30601
2018,Denmark,From 16 to 24 years,24201
2018,Denmark,From 16 to 64 years,31845
2018,Denmark,16 years or over,29983
2018,Denmark,Less than 18 years,30235
2018,Denmark,From 18 to 24 years,22684
2018,Denmark,From 18 to 64 years,32128
2018,Denmark,18 years or over,30089
2018,Denmark,From 25 to 49 years,31883
2018,Denmark,From 25 to 54 years,32778
2018,Denmark,From 50 to 64 years,36492
2018,Denmark,From 55 to 64 years,35789
2018,Denmark,Less than 60 years,31460
2018,Denmark,60 years or over,26174
2018,Denmark,Less than 65 years,31599
2018,Denmark,From 65 to 74 years,0
2018,Denmark,65 years or over,24514
2018,Denmark,Less than 75 years,30901
2018,Denmark,75 years or over,22931
2018,Germany (until 1990 former territory of the FRG),Total,22713
2018,Germany (until 1990 former territory of the FRG),Less than 6 years,22220
2018,Germany (until 1990 former territory of the FRG),From 6 to 11 years,22720
2018,Germany (until 1990 former territory of the FRG),From 11 to 15 years,0
2018,Germany (until 1990 former territory of the FRG),From 12 to 17 years,20745
2018,Germany (until 1990 former territory of the FRG),Less than 16 years,21872
2018,Germany (until 1990 former territory of the FRG),From 16 to 24 years,21134
2018,Germany (until 1990 former territory of the FRG),From 16 to 64 years,23917
2018,Germany (until 1990 former territory of the FRG),16 years or over,22810
2018,Germany (until 1990 former territory of the FRG),Less than 18 years,21661
2018,Germany (until 1990 former territory of the FRG),From 18 to 24 years,21220
2018,Germany (until 1990 former territory of the FRG),From 18 to 64 years,24014
2018,Germany (until 1990 former territory of the FRG),18 years or over,22882
2018,Germany (until 1990 former territory of the FRG),From 25 to 49 years,24220
2018,Germany (until 1990 former territory of the FRG),From 25 to 54 years,24599
2018,Germany (until 1990 former territory of the FRG),From 50 to 64 years,24683
2018,Germany (until 1990 former territory of the FRG),From 55 to 64 years,23959
2018,Germany (until 1990 former territory of the FRG),Less than 60 years,23656
2018,Germany (until 1990 former territory of the FRG),60 years or over,20170
2018,Germany (until 1990 former territory of the FRG),Less than 65 years,23591
2018,Germany (until 1990 former territory of the FRG),From 65 to 74 years,0
2018,Germany (until 1990 former territory of the FRG),65 years or over,19809
2018,Germany (until 1990 former territory of the FRG),Less than 75 years,23073
2018,Germany (until 1990 former territory of the FRG),75 years or over,20203
2018,Estonia,Total,10524
2018,Estonia,Less than 6 years,11441
2018,Estonia,From 6 to 11 years,11336
2018,Estonia,From 11 to 15 years,0
2018,Estonia,From 12 to 17 years,10016
2018,Estonia,Less than 16 years,11071
2018,Estonia,From 16 to 24 years,10132
2018,Estonia,From 16 to 64 years,11678
2018,Estonia,16 years or over,10376
2018,Estonia,Less than 18 years,10887
2018,Estonia,From 18 to 24 years,10227
2018,Estonia,From 18 to 64 years,11711
2018,Estonia,18 years or over,10385
2018,Estonia,From 25 to 49 years,12176
2018,Estonia,From 25 to 54 years,12140
2018,Estonia,From 50 to 64 years,11428
2018,Estonia,From 55 to 64 years,11220
2018,Estonia,Less than 60 years,11630
2018,Estonia,60 years or over,6970
2018,Estonia,Less than 65 years,11519
2018,Estonia,From 65 to 74 years,0
2018,Estonia,65 years or over,6527
2018,Estonia,Less than 75 years,11071
2018,Estonia,75 years or over,6138
2018,Ireland,Total,24920
2018,Ireland,Less than 6 years,24420
2018,Ireland,From 6 to 11 years,22533
2018,Ireland,From 11 to 15 years,0
2018,Ireland,From 12 to 17 years,22533
2018,Ireland,Less than 16 years,22937
2018,Ireland,From 16 to 24 years,24433
2018,Ireland,From 16 to 64 years,26364
2018,Ireland,16 years or over,25332
2018,Ireland,Less than 18 years,22999
2018,Ireland,From 18 to 24 years,25372
2018,Ireland,From 18 to 64 years,26629
2018,Ireland,18 years or over,25564
2018,Ireland,From 25 to 49 years,26565
2018,Ireland,From 25 to 54 years,26818
2018,Ireland,From 50 to 64 years,27081
2018,Ireland,From 55 to 64 years,27067
2018,Ireland,Less than 60 years,25243
2018,Ireland,60 years or over,22030
2018,Ireland,Less than 65 years,25240
2018,Ireland,From 65 to 74 years,0
2018,Ireland,65 years or over,21307
2018,Ireland,Less than 75 years,25101
2018,Ireland,75 years or over,19133
2018,Greece,Total,7863
2018,Greece,Less than 6 years,7686
2018,Greece,From 6 to 11 years,7275
2018,Greece,From 11 to 15 years,0
2018,Greece,From 12 to 17 years,6630
2018,Greece,Less than 16 years,7243
2018,Greece,From 16 to 24 years,6663
2018,Greece,From 16 to 64 years,7985
2018,Greece,16 years or over,7969
2018,Greece,Less than 18 years,7162
2018,Greece,From 18 to 24 years,6704
2018,Greece,From 18 to 64 years,8030
2018,Greece,18 years or over,8000
2018,Greece,From 25 to 49 years,8056
2018,Greece,From 25 to 54 years,8113
2018,Greece,From 50 to 64 years,8425
2018,Greece,From 55 to 64 years,8493
2018,Greece,Less than 60 years,7776
2018,Greece,60 years or over,8040
2018,Greece,Less than 65 years,7835
2018,Greece,From 65 to 74 years,0
2018,Greece,65 years or over,7913
2018,Greece,Less than 75 years,7918
2018,Greece,75 years or over,7540
2018,Spain,Total,14785
2018,Spain,Less than 6 years,14724
2018,Spain,From 6 to 11 years,13830
2018,Spain,From 11 to 15 years,0
2018,Spain,From 12 to 17 years,13071
2018,Spain,Less than 16 years,14017
2018,Spain,From 16 to 24 years,12680
2018,Spain,From 16 to 64 years,15102
2018,Spain,16 years or over,14905
2018,Spain,Less than 18 years,13873
2018,Spain,From 18 to 24 years,12726
2018,Spain,From 18 to 64 years,15237
2018,Spain,18 years or over,14978
2018,Spain,From 25 to 49 years,15244
2018,Spain,From 25 to 54 years,15152
2018,Spain,From 50 to 64 years,15929
2018,Spain,From 55 to 64 years,16682
2018,Spain,Less than 60 years,14755
2018,Spain,60 years or over,14803
2018,Spain,Less than 65 years,14957
2018,Spain,From 65 to 74 years,0
2018,Spain,65 years or over,14240
2018,Spain,Less than 75 years,15022
2018,Spain,75 years or over,12966
2018,France,Total,22220
2018,France,Less than 6 years,20868
2018,France,From 6 to 11 years,20190
2018,France,From 11 to 15 years,0
2018,France,From 12 to 17 years,19415
2018,France,Less than 16 years,20332
2018,France,From 16 to 24 years,20182
2018,France,From 16 to 64 years,22615
2018,France,16 years or over,22648
2018,France,Less than 18 years,20257
2018,France,From 18 to 24 years,20505
2018,France,From 18 to 64 years,22725
2018,France,18 years or over,22767
2018,France,From 25 to 49 years,22443
2018,France,From 25 to 54 years,22708
2018,France,From 50 to 64 years,24365
2018,France,From 55 to 64 years,24638
2018,France,Less than 60 years,21799
2018,France,60 years or over,23201
2018,France,Less than 65 years,22080
2018,France,From 65 to 74 years,0
2018,France,65 years or over,22864
2018,France,Less than 75 years,22264
2018,France,75 years or over,21723
2018,Croatia,Total,6659
2018,Croatia,Less than 6 years,6902
2018,Croatia,From 6 to 11 years,6640
2018,Croatia,From 11 to 15 years,0
2018,Croatia,From 12 to 17 years,5997
2018,Croatia,Less than 16 years,6578
2018,Croatia,From 16 to 24 years,6539
2018,Croatia,From 16 to 64 years,7135
2018,Croatia,16 years or over,6688
2018,Croatia,Less than 18 years,6481
2018,Croatia,From 18 to 24 years,6804
2018,Croatia,From 18 to 64 years,7187
2018,Croatia,18 years or over,6742
2018,Croatia,From 25 to 49 years,7448
2018,Croatia,From 25 to 54 years,7401
2018,Croatia,From 50 to 64 years,6908
2018,Croatia,From 55 to 64 years,6742
2018,Croatia,Less than 60 years,7104
2018,Croatia,60 years or over,5690
2018,Croatia,Less than 65 years,7021
2018,Croatia,From 65 to 74 years,0
2018,Croatia,65 years or over,5574
2018,Croatia,Less than 75 years,6848
2018,Croatia,75 years or over,5198
2018,Italy,Total,16844
2018,Italy,Less than 6 years,15192
2018,Italy,From 6 to 11 years,14789
2018,Italy,From 11 to 15 years,0
2018,Italy,From 12 to 17 years,14074
2018,Italy,Less than 16 years,14605
2018,Italy,From 16 to 24 years,15044
2018,Italy,From 16 to 64 years,17291
2018,Italy,16 years or over,17209
2018,Italy,Less than 18 years,14575
2018,Italy,From 18 to 24 years,15325
2018,Italy,From 18 to 64 years,17419
2018,Italy,18 years or over,17295
2018,Italy,From 25 to 49 years,16958
2018,Italy,From 25 to 54 years,17209
2018,Italy,From 50 to 64 years,18644
2018,Italy,From 55 to 64 years,18953
2018,Italy,Less than 60 years,16542
2018,Italy,60 years or over,17473
2018,Italy,Less than 65 years,16794
2018,Italy,From 65 to 74 years,0
2018,Italy,65 years or over,17001
2018,Italy,Less than 75 years,16967
2018,Italy,75 years or over,16233
2018,Cyprus,Total,15336
2018,Cyprus,Less than 6 years,14511
2018,Cyprus,From 6 to 11 years,15319
2018,Cyprus,From 11 to 15 years,0
2018,Cyprus,From 12 to 17 years,14025
2018,Cyprus,Less than 16 years,14575
2018,Cyprus,From 16 to 24 years,14566
2018,Cyprus,From 16 to 64 years,15876
2018,Cyprus,16 years or over,15473
2018,Cyprus,Less than 18 years,14497
2018,Cyprus,From 18 to 24 years,14987
2018,Cyprus,From 18 to 64 years,15930
2018,Cyprus,18 years or over,15516
2018,Cyprus,From 25 to 49 years,16032
2018,Cyprus,From 25 to 54 years,16086
2018,Cyprus,From 50 to 64 years,16890
2018,Cyprus,From 55 to 64 years,17089
2018,Cyprus,Less than 60 years,15566
2018,Cyprus,60 years or over,13573
2018,Cyprus,Less than 65 years,15643
2018,Cyprus,From 65 to 74 years,0
2018,Cyprus,65 years or over,12493
2018,Cyprus,Less than 75 years,15566
2018,Cyprus,75 years or over,10927
2018,Latvia,Total,7333
2018,Latvia,Less than 6 years,8350
2018,Latvia,From 6 to 11 years,7796
2018,Latvia,From 11 to 15 years,0
2018,Latvia,From 12 to 17 years,6985
2018,Latvia,Less than 16 years,7825
2018,Latvia,From 16 to 24 years,7405
2018,Latvia,From 16 to 64 years,8107
2018,Latvia,16 years or over,7244
2018,Latvia,Less than 18 years,7719
2018,Latvia,From 18 to 24 years,7525
2018,Latvia,From 18 to 64 years,8163
2018,Latvia,18 years or over,7255
2018,Latvia,From 25 to 49 years,8898
2018,Latvia,From 25 to 54 years,8728
2018,Latvia,From 50 to 64 years,7545
2018,Latvia,From 55 to 64 years,7350
2018,Latvia,Less than 60 years,8119
2018,Latvia,60 years or over,5040
2018,Latvia,Less than 65 years,8052
2018,Latvia,From 65 to 74 years,0
2018,Latvia,65 years or over,4669
2018,Latvia,Less than 75 years,7764
2018,Latvia,75 years or over,4236
2018,Lithuania,Total,6895
2018,Lithuania,Less than 6 years,7451
2018,Lithuania,From 6 to 11 years,6673
2018,Lithuania,From 11 to 15 years,0
2018,Lithuania,From 12 to 17 years,5835
2018,Lithuania,Less than 16 years,6680
2018,Lithuania,From 16 to 24 years,6766
2018,Lithuania,From 16 to 64 years,7715
2018,Lithuania,16 years or over,6922
2018,Lithuania,Less than 18 years,6600
2018,Lithuania,From 18 to 24 years,6922
2018,Lithuania,From 18 to 64 years,7762
2018,Lithuania,18 years or over,6935
2018,Lithuania,From 25 to 49 years,8006
2018,Lithuania,From 25 to 54 years,7995
2018,Lithuania,From 50 to 64 years,7740
2018,Lithuania,From 55 to 64 years,7625
2018,Lithuania,Less than 60 years,7607
2018,Lithuania,60 years or over,5119
2018,Lithuania,Less than 65 years,7565
2018,Lithuania,From 65 to 74 years,0
2018,Lithuania,65 years or over,4837
2018,Lithuania,Less than 75 years,7265
2018,Lithuania,75 years or over,4503
2018,Luxembourg,Total,34472
2018,Luxembourg,Less than 6 years,28183
2018,Luxembourg,From 6 to 11 years,29324
2018,Luxembourg,From 11 to 15 years,0
2018,Luxembourg,From 12 to 17 years,30021
2018,Luxembourg,Less than 16 years,29177
2018,Luxembourg,From 16 to 24 years,29645
2018,Luxembourg,From 16 to 64 years,34398
2018,Luxembourg,16 years or over,35687
2018,Luxembourg,Less than 18 years,29145
2018,Luxembourg,From 18 to 24 years,30036
2018,Luxembourg,From 18 to 64 years,34685
2018,Luxembourg,18 years or over,35968
2018,Luxembourg,From 25 to 49 years,34550
2018,Luxembourg,From 25 to 54 years,34398
2018,Luxembourg,From 50 to 64 years,37419
2018,Luxembourg,From 55 to 64 years,39219
2018,Luxembourg,Less than 60 years,32725
2018,Luxembourg,60 years or over,41545
2018,Luxembourg,Less than 65 years,33289
2018,Luxembourg,From 65 to 74 years,0
2018,Luxembourg,65 years or over,41545
2018,Luxembourg,Less than 75 years,33869
2018,Luxembourg,75 years or over,41394
2018,Hungary,Total,5424
2018,Hungary,Less than 6 years,4934
2018,Hungary,From 6 to 11 years,5181
2018,Hungary,From 11 to 15 years,0
2018,Hungary,From 12 to 17 years,4625
2018,Hungary,Less than 16 years,4935
2018,Hungary,From 16 to 24 years,5037
2018,Hungary,From 16 to 64 years,5541
2018,Hungary,16 years or over,5486
2018,Hungary,Less than 18 years,4911
2018,Hungary,From 18 to 24 years,5109
2018,Hungary,From 18 to 64 years,5562
2018,Hungary,18 years or over,5497
2018,Hungary,From 25 to 49 years,5706
2018,Hungary,From 25 to 54 years,5702
2018,Hungary,From 50 to 64 years,5560
2018,Hungary,From 55 to 64 years,5517
2018,Hungary,Less than 60 years,5469
2018,Hungary,60 years or over,5319
2018,Hungary,Less than 65 years,5469
2018,Hungary,From 65 to 74 years,0
2018,Hungary,65 years or over,5294
2018,Hungary,Less than 75 years,5445
2018,Hungary,75 years or over,5184
2018,Malta,Total,14781
2018,Malta,Less than 6 years,14757
2018,Malta,From 6 to 11 years,14026
2018,Malta,From 11 to 15 years,0
2018,Malta,From 12 to 17 years,12654
2018,Malta,Less than 16 years,14151
2018,Malta,From 16 to 24 years,15342
2018,Malta,From 16 to 64 years,16066
2018,Malta,16 years or over,14893
2018,Malta,Less than 18 years,14056
2018,Malta,From 18 to 24 years,15668
2018,Malta,From 18 to 64 years,16181
2018,Malta,18 years or over,14940
2018,Malta,From 25 to 49 years,17001
2018,Malta,From 25 to 54 years,16926
2018,Malta,From 50 to 64 years,14980
2018,Malta,From 55 to 64 years,14530
2018,Malta,Less than 60 years,15909
2018,Malta,60 years or over,11790
2018,Malta,Less than 65 years,15697
2018,Malta,From 65 to 74 years,0
2018,Malta,65 years or over,11259
2018,Malta,Less than 75 years,15055
2018,Malta,75 years or over,10907
2018,Netherlands,Total,24016
2018,Netherlands,Less than 6 years,25348
2018,Netherlands,From 6 to 11 years,25055
2018,Netherlands,From 11 to 15 years,0
2018,Netherlands,From 12 to 17 years,22755
2018,Netherlands,Less than 16 years,24765
2018,Netherlands,From 16 to 24 years,20832
2018,Netherlands,From 16 to 64 years,25260
2018,Netherlands,16 years or over,23839
2018,Netherlands,Less than 18 years,24354
2018,Netherlands,From 18 to 24 years,20221
2018,Netherlands,From 18 to 64 years,25447
2018,Netherlands,18 years or over,23955
2018,Netherlands,From 25 to 49 years,26352
2018,Netherlands,From 25 to 54 years,26180
2018,Netherlands,From 50 to 64 years,26441
2018,Netherlands,From 55 to 64 years,26751
2018,Netherlands,Less than 60 years,25110
2018,Netherlands,60 years or over,21197
2018,Netherlands,Less than 65 years,25171
2018,Netherlands,From 65 to 74 years,0
2018,Netherlands,65 years or over,20428
2018,Netherlands,Less than 75 years,24655
2018,Netherlands,75 years or over,19014
2018,Austria,Total,25176
2018,Austria,Less than 6 years,21158
2018,Austria,From 6 to 11 years,22630
2018,Austria,From 11 to 15 years,0
2018,Austria,From 12 to 17 years,22586
2018,Austria,Less than 16 years,21940
2018,Austria,From 16 to 24 years,25670
2018,Austria,From 16 to 64 years,26704
2018,Austria,16 years or over,26134
2018,Austria,Less than 18 years,22086
2018,Austria,From 18 to 24 years,26219
2018,Austria,From 18 to 64 years,26785
2018,Austria,18 years or over,26237
2018,Austria,From 25 to 49 years,25714
2018,Austria,From 25 to 54 years,26454
2018,Austria,From 50 to 64 years,28610
2018,Austria,From 55 to 64 years,27984
2018,Austria,Less than 60 years,25589
2018,Austria,60 years or over,24561
2018,Austria,Less than 65 years,25613
2018,Austria,From 65 to 74 years,0
2018,Austria,65 years or over,24297
2018,Austria,Less than 75 years,25500
2018,Austria,75 years or over,23360
2018,Poland,Total,6574
2018,Poland,Less than 6 years,6793
2018,Poland,From 6 to 11 years,6575
2018,Poland,From 11 to 15 years,0
2018,Poland,From 12 to 17 years,5881
2018,Poland,Less than 16 years,6541
2018,Poland,From 16 to 24 years,5932
2018,Poland,From 16 to 64 years,6745
2018,Poland,16 years or over,6577
2018,Poland,Less than 18 years,6451
2018,Poland,From 18 to 24 years,5990
2018,Poland,From 18 to 64 years,6789
2018,Poland,18 years or over,6598
2018,Poland,From 25 to 49 years,7042
2018,Poland,From 25 to 54 years,6992
2018,Poland,From 50 to 64 years,6562
2018,Poland,From 55 to 64 years,6507
2018,Poland,Less than 60 years,6725
2018,Poland,60 years or over,6186
2018,Poland,Less than 65 years,6703
2018,Poland,From 65 to 74 years,0
2018,Poland,65 years or over,6107
2018,Poland,Less than 75 years,6611
2018,Poland,75 years or over,6085
2018,Portugal,Total,9346
2018,Portugal,Less than 6 years,9583
2018,Portugal,From 6 to 11 years,9137
2018,Portugal,From 11 to 15 years,0
2018,Portugal,From 12 to 17 years,8448
2018,Portugal,Less than 16 years,9124
2018,Portugal,From 16 to 24 years,8625
2018,Portugal,From 16 to 64 years,9640
2018,Portugal,16 years or over,9385
2018,Portugal,Less than 18 years,9049
2018,Portugal,From 18 to 24 years,8685
2018,Portugal,From 18 to 64 years,9678
2018,Portugal,18 years or over,9411
2018,Portugal,From 25 to 49 years,9887
2018,Portugal,From 25 to 54 years,9800
2018,Portugal,From 50 to 64 years,9707
2018,Portugal,From 55 to 64 years,9767
2018,Portugal,Less than 60 years,9526
2018,Portugal,60 years or over,8774
2018,Portugal,Less than 65 years,9523
2018,Portugal,From 65 to 74 years,0
2018,Portugal,65 years or over,8584
2018,Portugal,Less than 75 years,9519
2018,Portugal,75 years or over,7887
2018,Romania,Total,3284
2018,Romania,Less than 6 years,3183
2018,Romania,From 6 to 11 years,2787
2018,Romania,From 11 to 15 years,0
2018,Romania,From 12 to 17 years,2653
2018,Romania,Less than 16 years,2946
2018,Romania,From 16 to 24 years,2851
2018,Romania,From 16 to 64 years,3540
2018,Romania,16 years or over,3384
2018,Romania,Less than 18 years,2879
