TIME,COUNTRY,AGE,VALUE
2013,Malta,Less than 6 years,11394
2013,Malta,From 6 to 11 years,10149
2013,Malta,From 11 to 15 years,0
2013,Malta,From 12 to 17 years,9808
2013,Malta,Less than 16 years,10553
2013,Malta,From 16 to 24 years,12145
2013,Malta,From 16 to 64 years,12898
2013,Malta,16 years or over,12256
2013,Malta,Less than 18 years,10488
2013,Malta,From 18 to 24 years,12605
2013,Malta,From 18 to 64 years,13025
2013,Malta,18 years or over,12339
2013,Malta,From 25 to 49 years,13573
2013,Malta,From 25 to 54 years,13494
2013,Malta,From 50 to 64 years,12662
2013,Malta,From 55 to 64 years,12360
2013,Malta,Less than 60 years,12668
2013,Malta,60 years or over,10393
2013,Malta,Less than 65 years,12528
2013,Malta,From 65 to 74 years,0
2013,Malta,65 years or over,9964
2013,Malta,Less than 75 years,12201
2013,Malta,75 years or over,9474
2013,Netherlands,Total,20839
2013,Netherlands,Less than 6 years,20559
2013,Netherlands,From 6 to 11 years,19528
2013,Netherlands,From 11 to 15 years,0
2013,Netherlands,From 12 to 17 years,19357
2013,Netherlands,Less than 16 years,19911
2013,Netherlands,From 16 to 24 years,19281
2013,Netherlands,From 16 to 64 years,21638
2013,Netherlands,16 years or over,21104
2013,Netherlands,Less than 18 years,19896
2013,Netherlands,From 18 to 24 years,19281
2013,Netherlands,From 18 to 64 years,21737
2013,Netherlands,18 years or over,21174
2013,Netherlands,From 25 to 49 years,21809
2013,Netherlands,From 25 to 54 years,21944
2013,Netherlands,From 50 to 64 years,22826
2013,Netherlands,From 55 to 64 years,22934
2013,Netherlands,Less than 60 years,21164
2013,Netherlands,60 years or over,19808
2013,Netherlands,Less than 65 years,21225
2013,Netherlands,From 65 to 74 years,0
2013,Netherlands,65 years or over,19168
2013,Netherlands,Less than 75 years,21080
2013,Netherlands,75 years or over,18114
2013,Austria,Total,22073
2013,Austria,Less than 6 years,18135
2013,Austria,From 6 to 11 years,18906
2013,Austria,From 11 to 15 years,0
2013,Austria,From 12 to 17 years,20266
2013,Austria,Less than 16 years,18991
2013,Austria,From 16 to 24 years,22612
2013,Austria,From 16 to 64 years,23235
2013,Austria,16 years or over,22809
2013,Austria,Less than 18 years,19251
2013,Austria,From 18 to 24 years,23038
2013,Austria,From 18 to 64 years,23390
2013,Austria,18 years or over,22931
2013,Austria,From 25 to 49 years,22465
2013,Austria,From 25 to 54 years,23133
2013,Austria,From 50 to 64 years,25282
2013,Austria,From 55 to 64 years,24699
2013,Austria,Less than 60 years,22169
2013,Austria,60 years or over,21745
2013,Austria,Less than 65 years,22289
2013,Austria,From 65 to 74 years,0
2013,Austria,65 years or over,21141
2013,Austria,Less than 75 years,22257
2013,Austria,75 years or over,19921
2013,Poland,Total,5164
2013,Poland,Less than 6 years,4844
2013,Poland,From 6 to 11 years,4831
2013,Poland,From 11 to 15 years,0
2013,Poland,From 12 to 17 years,4422
2013,Poland,Less than 16 years,4777
2013,Poland,From 16 to 24 years,4715
2013,Poland,From 16 to 64 years,5305
2013,Poland,16 years or over,5269
2013,Poland,Less than 18 years,4724
2013,Poland,From 18 to 24 years,4838
2013,Poland,From 18 to 64 years,5337
2013,Poland,18 years or over,5291
2013,Poland,From 25 to 49 years,5438
2013,Poland,From 25 to 54 years,5437
2013,Poland,From 50 to 64 years,5421
2013,Poland,From 55 to 64 years,5414
2013,Poland,Less than 60 years,5163
2013,Poland,60 years or over,5181
2013,Poland,Less than 65 years,5179
2013,Poland,From 65 to 74 years,0
2013,Poland,65 years or over,5079
2013,Poland,Less than 75 years,5168
2013,Poland,75 years or over,5143
2013,Portugal,Total,8177
2013,Portugal,Less than 6 years,8502
2013,Portugal,From 6 to 11 years,7610
2013,Portugal,From 11 to 15 years,0
2013,Portugal,From 12 to 17 years,6987
2013,Portugal,Less than 16 years,7624
2013,Portugal,From 16 to 24 years,7274
2013,Portugal,From 16 to 64 years,8458
2013,Portugal,16 years or over,8315
2013,Portugal,Less than 18 years,7532
2013,Portugal,From 18 to 24 years,7553
2013,Portugal,From 18 to 64 years,8529
2013,Portugal,18 years or over,8370
2013,Portugal,From 25 to 49 years,8691
2013,Portugal,From 25 to 54 years,8637
2013,Portugal,From 50 to 64 years,8640
2013,Portugal,From 55 to 64 years,8825
2013,Portugal,Less than 60 years,8280
2013,Portugal,60 years or over,7938
2013,Portugal,Less than 65 years,8300
2013,Portugal,From 65 to 74 years,0
2013,Portugal,65 years or over,7780
2013,Portugal,Less than 75 years,8332
2013,Portugal,75 years or over,7136
2013,Romania,Total,2016
2013,Romania,Less than 6 years,1784
2013,Romania,From 6 to 11 years,1623
2013,Romania,From 11 to 15 years,0
2013,Romania,From 12 to 17 years,1450
2013,Romania,Less than 16 years,1623
2013,Romania,From 16 to 24 years,1720
2013,Romania,From 16 to 64 years,2093
2013,Romania,16 years or over,2093
2013,Romania,Less than 18 years,1615
2013,Romania,From 18 to 24 years,1777
2013,Romania,From 18 to 64 years,2120
2013,Romania,18 years or over,2114
2013,Romania,From 25 to 49 years,2093
2013,Romania,From 25 to 54 years,2114
2013,Romania,From 50 to 64 years,2353
2013,Romania,From 55 to 64 years,2411
2013,Romania,Less than 60 years,1968
2013,Romania,60 years or over,2184
2013,Romania,Less than 65 years,2001
2013,Romania,From 65 to 74 years,0
2013,Romania,65 years or over,2090
2013,Romania,Less than 75 years,2024
2013,Romania,75 years or over,1927
2013,Slovenia,Total,11852
2013,Slovenia,Less than 6 years,12069
2013,Slovenia,From 6 to 11 years,12117
2013,Slovenia,From 11 to 15 years,0
2013,Slovenia,From 12 to 17 years,11346
2013,Slovenia,Less than 16 years,11954
2013,Slovenia,From 16 to 24 years,11475
2013,Slovenia,From 16 to 64 years,12127
2013,Slovenia,16 years or over,11832
2013,Slovenia,Less than 18 years,11861
2013,Slovenia,From 18 to 24 years,11541
2013,Slovenia,From 18 to 64 years,12167
2013,Slovenia,18 years or over,11847
2013,Slovenia,From 25 to 49 years,12372
2013,Slovenia,From 25 to 54 years,12399
2013,Slovenia,From 50 to 64 years,12047
2013,Slovenia,From 55 to 64 years,11737
2013,Slovenia,Less than 60 years,12120
2013,Slovenia,60 years or over,10784
2013,Slovenia,Less than 65 years,12081
2013,Slovenia,From 65 to 74 years,0
2013,Slovenia,65 years or over,10538
2013,Slovenia,Less than 75 years,12003
2013,Slovenia,75 years or over,10126
2013,Slovakia,Total,6737
2013,Slovakia,Less than 6 years,6426
2013,Slovakia,From 6 to 11 years,6158
2013,Slovakia,From 11 to 15 years,0
2013,Slovakia,From 12 to 17 years,5940
2013,Slovakia,Less than 16 years,6254
2013,Slovakia,From 16 to 24 years,6355
2013,Slovakia,From 16 to 64 years,7089
2013,Slovakia,16 years or over,6846
2013,Slovakia,Less than 18 years,6193
2013,Slovakia,From 18 to 24 years,6587
2013,Slovakia,From 18 to 64 years,7166
2013,Slovakia,18 years or over,6884
2013,Slovakia,From 25 to 49 years,7193
2013,Slovakia,From 25 to 54 years,7256
2013,Slovakia,From 50 to 64 years,7450
2013,Slovakia,From 55 to 64 years,7393
2013,Slovakia,Less than 60 years,6857
2013,Slovakia,60 years or over,6336
2013,Slovakia,Less than 65 years,6858
2013,Slovakia,From 65 to 74 years,0
2013,Slovakia,65 years or over,6145
2013,Slovakia,Less than 75 years,6787
2013,Slovakia,75 years or over,5846
2013,Finland,Total,23272
2013,Finland,Less than 6 years,22241
2013,Finland,From 6 to 11 years,23684
2013,Finland,From 11 to 15 years,0
2013,Finland,From 12 to 17 years,22681
2013,Finland,Less than 16 years,22880
2013,Finland,From 16 to 24 years,20550
2013,Finland,From 16 to 64 years,25014
2013,Finland,16 years or over,23360
2013,Finland,Less than 18 years,22871
2013,Finland,From 18 to 24 years,20029
2013,Finland,From 18 to 64 years,25146
2013,Finland,18 years or over,23381
2013,Finland,From 25 to 49 years,25380
2013,Finland,From 25 to 54 years,25784
2013,Finland,From 50 to 64 years,26670
2013,Finland,From 55 to 64 years,26243
2013,Finland,Less than 60 years,24424
2013,Finland,60 years or over,20253
2013,Finland,Less than 65 years,24512
2013,Finland,From 65 to 74 years,0
2013,Finland,65 years or over,19061
2013,Finland,Less than 75 years,23962
2013,Finland,75 years or over,16960
2013,Sweden,Total,25401
2013,Sweden,Less than 6 years,24389
2013,Sweden,From 6 to 11 years,25131
2013,Sweden,From 11 to 15 years,0
2013,Sweden,From 12 to 17 years,24702
2013,Sweden,Less than 16 years,24814
2013,Sweden,From 16 to 24 years,21705
2013,Sweden,From 16 to 64 years,27115
2013,Sweden,16 years or over,25546
2013,Sweden,Less than 18 years,24717
2013,Sweden,From 18 to 24 years,21134
2013,Sweden,From 18 to 64 years,27318
2013,Sweden,18 years or over,25662
2013,Sweden,From 25 to 49 years,26975
2013,Sweden,From 25 to 54 years,27554
2013,Sweden,From 50 to 64 years,31150
2013,Sweden,From 55 to 64 years,32042
2013,Sweden,Less than 60 years,26193
2013,Sweden,60 years or over,22626
2013,Sweden,Less than 65 years,26531
2013,Sweden,From 65 to 74 years,0
2013,Sweden,65 years or over,21064
2013,Sweden,Less than 75 years,26220
2013,Sweden,75 years or over,18513
2013,Iceland,Total,21234
2013,Iceland,Less than 6 years,18047
2013,Iceland,From 6 to 11 years,20021
2013,Iceland,From 11 to 15 years,0
2013,Iceland,From 12 to 17 years,20767
2013,Iceland,Less than 16 years,19438
2013,Iceland,From 16 to 24 years,21760
2013,Iceland,From 16 to 64 years,22404
2013,Iceland,16 years or over,21822
2013,Iceland,Less than 18 years,19621
2013,Iceland,From 18 to 24 years,21941
2013,Iceland,From 18 to 64 years,22474
2013,Iceland,18 years or over,21872
2013,Iceland,From 25 to 49 years,21125
2013,Iceland,From 25 to 54 years,21735
2013,Iceland,From 50 to 64 years,25313
2013,Iceland,From 55 to 64 years,25165
2013,Iceland,Less than 60 years,21308
2013,Iceland,60 years or over,20841
2013,Iceland,Less than 65 years,21583
2013,Iceland,From 65 to 74 years,0
2013,Iceland,65 years or over,18869
2013,Iceland,Less than 75 years,21572
2013,Iceland,75 years or over,17373
2013,Norway,Total,42909
2013,Norway,Less than 6 years,41269
2013,Norway,From 6 to 11 years,40569
2013,Norway,From 11 to 15 years,0
2013,Norway,From 12 to 17 years,40385
2013,Norway,Less than 16 years,40628
2013,Norway,From 16 to 24 years,34805
2013,Norway,From 16 to 64 years,44716
2013,Norway,16 years or over,43686
2013,Norway,Less than 18 years,40628
2013,Norway,From 18 to 24 years,32029
2013,Norway,From 18 to 64 years,44889
2013,Norway,18 years or over,43800
2013,Norway,From 25 to 49 years,44027
2013,Norway,From 25 to 54 years,44698
2013,Norway,From 50 to 64 years,51761
2013,Norway,From 55 to 64 years,52586
2013,Norway,Less than 60 years,42981
2013,Norway,60 years or over,42719
2013,Norway,Less than 65 years,43619
2013,Norway,From 65 to 74 years,0
2013,Norway,65 years or over,39654
2013,Norway,Less than 75 years,43668
2013,Norway,75 years or over,34039
2013,Switzerland,Total,40791
2013,Switzerland,Less than 6 years,36540
2013,Switzerland,From 6 to 11 years,35629
2013,Switzerland,From 11 to 15 years,0
2013,Switzerland,From 12 to 17 years,36422
2013,Switzerland,Less than 16 years,36179
2013,Switzerland,From 16 to 24 years,39687
2013,Switzerland,From 16 to 64 years,43885
2013,Switzerland,16 years or over,41856
2013,Switzerland,Less than 18 years,36269
2013,Switzerland,From 18 to 24 years,41591
2013,Switzerland,From 18 to 64 years,44087
2013,Switzerland,18 years or over,42032
2013,Switzerland,From 25 to 49 years,43885
2013,Switzerland,From 25 to 54 years,44163
2013,Switzerland,From 50 to 64 years,46514
2013,Switzerland,From 55 to 64 years,46605
2013,Switzerland,Less than 60 years,42240
2013,Switzerland,60 years or over,35521
2013,Switzerland,Less than 65 years,42324
2013,Switzerland,From 65 to 74 years,0
2013,Switzerland,65 years or over,32834
2013,Switzerland,Less than 75 years,41696
2013,Switzerland,75 years or over,28993
2013,United Kingdom,Total,18694
2013,United Kingdom,Less than 6 years,16264
2013,United Kingdom,From 6 to 11 years,16273
2013,United Kingdom,From 11 to 15 years,0
2013,United Kingdom,From 12 to 17 years,15576
2013,United Kingdom,Less than 16 years,16181
2013,United Kingdom,From 16 to 24 years,17138
2013,United Kingdom,From 16 to 64 years,20240
2013,United Kingdom,16 years or over,19298
2013,United Kingdom,Less than 18 years,16110
2013,United Kingdom,From 18 to 24 years,17555
2013,United Kingdom,From 18 to 64 years,20472
2013,United Kingdom,18 years or over,19432
2013,United Kingdom,From 25 to 49 years,20752
2013,United Kingdom,From 25 to 54 years,20985
2013,United Kingdom,From 50 to 64 years,20992
2013,United Kingdom,From 55 to 64 years,20462
2013,United Kingdom,Less than 60 years,19156
2013,United Kingdom,60 years or over,17386
2013,United Kingdom,Less than 65 years,19226
2013,United Kingdom,From 65 to 74 years,0
2013,United Kingdom,65 years or over,16678
2013,United Kingdom,Less than 75 years,19051
2013,United Kingdom,75 years or over,15649
2013,North Macedonia,Total,1904
2013,North Macedonia,Less than 6 years,1866
2013,North Macedonia,From 6 to 11 years,1690
2013,North Macedonia,From 11 to 15 years,0
2013,North Macedonia,From 12 to 17 years,1517
2013,North Macedonia,Less than 16 years,1690
2013,North Macedonia,From 16 to 24 years,1735
2013,North Macedonia,From 16 to 64 years,1943
2013,North Macedonia,16 years or over,1947
2013,North Macedonia,Less than 18 years,1672
2013,North Macedonia,From 18 to 24 years,1801
2013,North Macedonia,From 18 to 64 years,1947
2013,North Macedonia,18 years or over,1949
2013,North Macedonia,From 25 to 49 years,1947
2013,North Macedonia,From 25 to 54 years,1950
2013,North Macedonia,From 50 to 64 years,2071
2013,North Macedonia,From 55 to 64 years,2073
2013,North Macedonia,Less than 60 years,1873
2013,North Macedonia,60 years or over,2041
2013,North Macedonia,Less than 65 years,1887
2013,North Macedonia,From 65 to 74 years,0
2013,North Macedonia,65 years or over,2033
2013,North Macedonia,Less than 75 years,1900
2013,North Macedonia,75 years or over,1939
2013,Serbia,Total,2419
2013,Serbia,Less than 6 years,2367
2013,Serbia,From 6 to 11 years,2164
2013,Serbia,From 11 to 15 years,0
2013,Serbia,From 12 to 17 years,2051
2013,Serbia,Less than 16 years,2230
2013,Serbia,From 16 to 24 years,2179
2013,Serbia,From 16 to 64 years,2440
2013,Serbia,16 years or over,2440
2013,Serbia,Less than 18 years,2168
2013,Serbia,From 18 to 24 years,2249
2013,Serbia,From 18 to 64 years,2475
2013,Serbia,18 years or over,2470
2013,Serbia,From 25 to 49 years,2501
2013,Serbia,From 25 to 54 years,2475
2013,Serbia,From 50 to 64 years,2507
2013,Serbia,From 55 to 64 years,2546
2013,Serbia,Less than 60 years,2387
2013,Serbia,60 years or over,2522
2013,Serbia,Less than 65 years,2406
2013,Serbia,From 65 to 74 years,0
2013,Serbia,65 years or over,2452
2013,Serbia,Less than 75 years,2421
2013,Serbia,75 years or over,2334
2014,Belgium,Total,21705
2014,Belgium,Less than 6 years,21942
2014,Belgium,From 6 to 11 years,21959
2014,Belgium,From 11 to 15 years,0
2014,Belgium,From 12 to 17 years,18914
2014,Belgium,Less than 16 years,21682
2014,Belgium,From 16 to 24 years,20472
2014,Belgium,From 16 to 64 years,23100
2014,Belgium,16 years or over,21707
2014,Belgium,Less than 18 years,21228
2014,Belgium,From 18 to 24 years,21277
2014,Belgium,From 18 to 64 years,23290
2014,Belgium,18 years or over,21814
2014,Belgium,From 25 to 49 years,23572
2014,Belgium,From 25 to 54 years,23783
2014,Belgium,From 50 to 64 years,24025
2014,Belgium,From 55 to 64 years,23387
2014,Belgium,Less than 60 years,22750
2014,Belgium,60 years or over,18228
2014,Belgium,Less than 65 years,22718
2014,Belgium,From 65 to 74 years,0
2014,Belgium,65 years or over,17516
2014,Belgium,Less than 75 years,22346
2014,Belgium,75 years or over,16310
2014,Bulgaria,Total,3311
2014,Bulgaria,Less than 6 years,2977
2014,Bulgaria,From 6 to 11 years,2975
2014,Bulgaria,From 11 to 15 years,0
2014,Bulgaria,From 12 to 17 years,2772
2014,Bulgaria,Less than 16 years,2911
2014,Bulgaria,From 16 to 24 years,3255
2014,Bulgaria,From 16 to 64 years,3582
2014,Bulgaria,16 years or over,3388
2014,Bulgaria,Less than 18 years,2892
2014,Bulgaria,From 18 to 24 years,3388
2014,Bulgaria,From 18 to 64 years,3606
2014,Bulgaria,18 years or over,3397
2014,Bulgaria,From 25 to 49 years,3561
2014,Bulgaria,From 25 to 54 years,3619
2014,Bulgaria,From 50 to 64 years,3816
2014,Bulgaria,From 55 to 64 years,3802
2014,Bulgaria,Less than 60 years,3439
2014,Bulgaria,60 years or over,3000
2014,Bulgaria,Less than 65 years,3456
2014,Bulgaria,From 65 to 74 years,0
2014,Bulgaria,65 years or over,2822
2014,Bulgaria,Less than 75 years,3397
2014,Bulgaria,75 years or over,2646
2014,Czechia,Total,7622
2014,Czechia,Less than 6 years,7564
2014,Czechia,From 6 to 11 years,7331
2014,Czechia,From 11 to 15 years,0
2014,Czechia,From 12 to 17 years,6934
2014,Czechia,Less than 16 years,7377
2014,Czechia,From 16 to 24 years,7335
2014,Czechia,From 16 to 64 years,8071
2014,Czechia,16 years or over,7666
2014,Czechia,Less than 18 years,7290
2014,Czechia,From 18 to 24 years,7502
2014,Czechia,From 18 to 64 years,8111
2014,Czechia,18 years or over,7683
2014,Czechia,From 25 to 49 years,8195
2014,Czechia,From 25 to 54 years,8246
2014,Czechia,From 50 to 64 years,8184
2014,Czechia,From 55 to 64 years,8070
2014,Czechia,Less than 60 years,7947
2014,Czechia,60 years or over,6897
2014,Czechia,Less than 65 years,7934
2014,Czechia,From 65 to 74 years,0
2014,Czechia,65 years or over,6697
2014,Czechia,Less than 75 years,7742
2014,Czechia,75 years or over,6365
2014,Denmark,Total,27861
2014,Denmark,Less than 6 years,29447
2014,Denmark,From 6 to 11 years,28061
2014,Denmark,From 11 to 15 years,0
2014,Denmark,From 12 to 17 years,26681
2014,Denmark,Less than 16 years,28195
2014,Denmark,From 16 to 24 years,22344
2014,Denmark,From 16 to 64 years,29484
2014,Denmark,16 years or over,27770
2014,Denmark,Less than 18 years,28071
2014,Denmark,From 18 to 24 years,19860
2014,Denmark,From 18 to 64 years,29651
2014,Denmark,18 years or over,27786
2014,Denmark,From 25 to 49 years,29563
2014,Denmark,From 25 to 54 years,30241
2014,Denmark,From 50 to 64 years,33502
2014,Denmark,From 55 to 64 years,33415
2014,Denmark,Less than 60 years,29030
2014,Denmark,60 years or over,24220
2014,Denmark,Less than 65 years,29146
2014,Denmark,From 65 to 74 years,0
2014,Denmark,65 years or over,22636
2014,Denmark,Less than 75 years,28632
2014,Denmark,75 years or over,20958
2014,Germany (until 1990 former territory of the FRG),Total,19733
2014,Germany (until 1990 former territory of the FRG),Less than 6 years,19161
2014,Germany (until 1990 former territory of the FRG),From 6 to 11 years,19301
2014,Germany (until 1990 former territory of the FRG),From 11 to 15 years,0
2014,Germany (until 1990 former territory of the FRG),From 12 to 17 years,18525
2014,Germany (until 1990 former territory of the FRG),Less than 16 years,18952
2014,Germany (until 1990 former territory of the FRG),From 16 to 24 years,18591
2014,Germany (until 1990 former territory of the FRG),From 16 to 64 years,20840
2014,Germany (until 1990 former territory of the FRG),16 years or over,19906
2014,Germany (until 1990 former territory of the FRG),Less than 18 years,18943
2014,Germany (until 1990 former territory of the FRG),From 18 to 24 years,18583
2014,Germany (until 1990 former territory of the FRG),From 18 to 64 years,20905
2014,Germany (until 1990 former territory of the FRG),18 years or over,19927
2014,Germany (until 1990 former territory of the FRG),From 25 to 49 years,21167
2014,Germany (until 1990 former territory of the FRG),From 25 to 54 years,21392
2014,Germany (until 1990 former territory of the FRG),From 50 to 64 years,21389
2014,Germany (until 1990 former territory of the FRG),From 55 to 64 years,20761
2014,Germany (until 1990 former territory of the FRG),Less than 60 years,20505
2014,Germany (until 1990 former territory of the FRG),60 years or over,18260
2014,Germany (until 1990 former territory of the FRG),Less than 65 years,20301
2014,Germany (until 1990 former territory of the FRG),From 65 to 74 years,0
2014,Germany (until 1990 former territory of the FRG),65 years or over,18181
2014,Germany (until 1990 former territory of the FRG),Less than 75 years,19928
2014,Germany (until 1990 former territory of the FRG),75 years or over,18497
2014,Estonia,Total,7217
2014,Estonia,Less than 6 years,9023
2014,Estonia,From 6 to 11 years,7771
2014,Estonia,From 11 to 15 years,0
2014,Estonia,From 12 to 17 years,7016
2014,Estonia,Less than 16 years,8164
2014,Estonia,From 16 to 24 years,7217
2014,Estonia,From 16 to 64 years,8082
2014,Estonia,16 years or over,7009
2014,Estonia,Less than 18 years,8036
2014,Estonia,From 18 to 24 years,7220
2014,Estonia,From 18 to 64 years,8109
2014,Estonia,18 years or over,7002
2014,Estonia,From 25 to 49 years,8956
2014,Estonia,From 25 to 54 years,8790
2014,Estonia,From 50 to 64 years,7212
2014,Estonia,From 55 to 64 years,6782
2014,Estonia,Less than 60 years,8206
2014,Estonia,60 years or over,5259
2014,Estonia,Less than 65 years,8101
2014,Estonia,From 65 to 74 years,0
2014,Estonia,65 years or over,5074
2014,Estonia,Less than 75 years,7647
2014,Estonia,75 years or over,4739
2014,Ireland,Total,20171
2014,Ireland,Less than 6 years,21316
2014,Ireland,From 6 to 11 years,19159
2014,Ireland,From 11 to 15 years,0
2014,Ireland,From 12 to 17 years,17052
2014,Ireland,Less than 16 years,19295
2014,Ireland,From 16 to 24 years,17688
2014,Ireland,From 16 to 64 years,20745
2014,Ireland,16 years or over,20399
2014,Ireland,Less than 18 years,18944
2014,Ireland,From 18 to 24 years,17725
2014,Ireland,From 18 to 64 years,21075
2014,Ireland,18 years or over,20491
2014,Ireland,From 25 to 49 years,22424
2014,Ireland,From 25 to 54 years,22308
2014,Ireland,From 50 to 64 years,20799
2014,Ireland,From 55 to 64 years,20564
2014,Ireland,Less than 60 years,20400
2014,Ireland,60 years or over,18497
2014,Ireland,Less than 65 years,20400
2014,Ireland,From 65 to 74 years,0
2014,Ireland,65 years or over,18003
2014,Ireland,Less than 75 years,20296
2014,Ireland,75 years or over,17332
2014,Greece,Total,7680
2014,Greece,Less than 6 years,7453
2014,Greece,From 6 to 11 years,7352
2014,Greece,From 11 to 15 years,0
2014,Greece,From 12 to 17 years,6500
2014,Greece,Less than 16 years,7181
2014,Greece,From 16 to 24 years,6320
2014,Greece,From 16 to 64 years,7817
2014,Greece,16 years or over,7772
2014,Greece,Less than 18 years,7142
2014,Greece,From 18 to 24 years,6160
2014,Greece,From 18 to 64 years,7840
2014,Greece,18 years or over,7800
2014,Greece,From 25 to 49 years,7944
2014,Greece,From 25 to 54 years,7943
2014,Greece,From 50 to 64 years,8180
2014,Greece,From 55 to 64 years,8251
2014,Greece,Less than 60 years,7606
2014,Greece,60 years or over,7800
2014,Greece,Less than 65 years,7680
2014,Greece,From 65 to 74 years,0
2014,Greece,65 years or over,7667
2014,Greece,Less than 75 years,7760
2014,Greece,75 years or over,7200
2014,Spain,Total,13269
2014,Spain,Less than 6 years,12842
2014,Spain,From 6 to 11 years,11816
2014,Spain,From 11 to 15 years,0
2014,Spain,From 12 to 17 years,10439
2014,Spain,Less than 16 years,11819
2014,Spain,From 16 to 24 years,11127
2014,Spain,From 16 to 64 years,13481
2014,Spain,16 years or over,13541
2014,Spain,Less than 18 years,11579
2014,Spain,From 18 to 24 years,11313
2014,Spain,From 18 to 64 years,13602
2014,Spain,18 years or over,13603
2014,Spain,From 25 to 49 years,13481
2014,Spain,From 25 to 54 years,13551
2014,Spain,From 50 to 64 years,14692
2014,Spain,From 55 to 64 years,15348
2014,Spain,Less than 60 years,13032
2014,Spain,60 years or over,13913
2014,Spain,Less than 65 years,13184
2014,Spain,From 65 to 74 years,0
2014,Spain,65 years or over,13617
2014,Spain,Less than 75 years,13330
2014,Spain,75 years or over,12707
2014,France,Total,21199
2014,France,Less than 6 years,20177
2014,France,From 6 to 11 years,20047
2014,France,From 11 to 15 years,0
2014,France,From 12 to 17 years,18496
2014,France,Less than 16 years,19686
2014,France,From 16 to 24 years,18531
2014,France,From 16 to 64 years,21541
2014,France,16 years or over,21553
2014,France,Less than 18 years,19419
2014,France,From 18 to 24 years,18659
2014,France,From 18 to 64 years,21661
2014,France,18 years or over,21634
2014,France,From 25 to 49 years,21505
2014,France,From 25 to 54 years,21721
2014,France,From 50 to 64 years,23402
2014,France,From 55 to 64 years,23659
2014,France,Less than 60 years,20927
2014,France,60 years or over,22117
2014,France,Less than 65 years,21107
2014,France,From 65 to 74 years,0
2014,France,65 years or over,21569
2014,France,Less than 75 years,21331
2014,France,75 years or over,19991
2014,Croatia,Total,5225
2014,Croatia,Less than 6 years,5212
2014,Croatia,From 6 to 11 years,4935
2014,Croatia,From 11 to 15 years,0
2014,Croatia,From 12 to 17 years,4353
2014,Croatia,Less than 16 years,4880
2014,Croatia,From 16 to 24 years,4848
2014,Croatia,From 16 to 64 years,5493
2014,Croatia,16 years or over,5300
2014,Croatia,Less than 18 years,4810
2014,Croatia,From 18 to 24 years,5028
2014,Croatia,From 18 to 64 years,5538
2014,Croatia,18 years or over,5331
2014,Croatia,From 25 to 49 years,5597
2014,Croatia,From 25 to 54 years,5618
2014,Croatia,From 50 to 64 years,5597
2014,Croatia,From 55 to 64 years,5549
2014,Croatia,Less than 60 years,5355
2014,Croatia,60 years or over,4829
2014,Croatia,Less than 65 years,5335
2014,Croatia,From 65 to 74 years,0
2014,Croatia,65 years or over,4720
2014,Croatia,Less than 75 years,5302
2014,Croatia,75 years or over,4275
2014,Italy,Total,15759
2014,Italy,Less than 6 years,14671
2014,Italy,From 6 to 11 years,14186
2014,Italy,From 11 to 15 years,0
2014,Italy,From 12 to 17 years,13372
2014,Italy,Less than 16 years,14188
2014,Italy,From 16 to 24 years,14111
2014,Italy,From 16 to 64 years,16280
2014,Italy,16 years or over,16077
2014,Italy,Less than 18 years,14133
2014,Italy,From 18 to 24 years,14268
2014,Italy,From 18 to 64 years,16368
2014,Italy,18 years or over,16144
2014,Italy,From 25 to 49 years,16135
2014,Italy,From 25 to 54 years,16279
2014,Italy,From 50 to 64 years,17537
2014,Italy,From 55 to 64 years,17910
2014,Italy,Less than 60 years,15566
2014,Italy,60 years or over,16087
2014,Italy,Less than 65 years,15816
2014,Italy,From 65 to 74 years,0
2014,Italy,65 years or over,15641
2014,Italy,Less than 75 years,15918
2014,Italy,75 years or over,15022
2014,Cyprus,Total,14400
2014,Cyprus,Less than 6 years,15118
2014,Cyprus,From 6 to 11 years,14278
2014,Cyprus,From 11 to 15 years,0
2014,Cyprus,From 12 to 17 years,13486
2014,Cyprus,Less than 16 years,14232
2014,Cyprus,From 16 to 24 years,13587
2014,Cyprus,From 16 to 64 years,15146
2014,Cyprus,16 years or over,14418
2014,Cyprus,Less than 18 years,14165
2014,Cyprus,From 18 to 24 years,13590
2014,Cyprus,From 18 to 64 years,15226
2014,Cyprus,18 years or over,14471
2014,Cyprus,From 25 to 49 years,15326
2014,Cyprus,From 25 to 54 years,15434
2014,Cyprus,From 50 to 64 years,16077
2014,Cyprus,From 55 to 64 years,16185
2014,Cyprus,Less than 60 years,14918
2014,Cyprus,60 years or over,12263
2014,Cyprus,Less than 65 years,14956
2014,Cyprus,From 65 to 74 years,0
2014,Cyprus,65 years or over,11187
2014,Cyprus,Less than 75 years,14734
2014,Cyprus,75 years or over,9894
2014,Latvia,Total,5203
2014,Latvia,Less than 6 years,5470
2014,Latvia,From 6 to 11 years,5066
2014,Latvia,From 11 to 15 years,0
2014,Latvia,From 12 to 17 years,4610
2014,Latvia,Less than 16 years,5116
2014,Latvia,From 16 to 24 years,5322
2014,Latvia,From 16 to 64 years,5631
2014,Latvia,16 years or over,5211
2014,Latvia,Less than 18 years,5051
2014,Latvia,From 18 to 24 years,5481
2014,Latvia,From 18 to 64 years,5669
2014,Latvia,18 years or over,5232
2014,Latvia,From 25 to 49 years,5823
