"TIME","GEO","C_BIRTH","AGE","SEX","UNIT","Value"
"2021","Cyprus","Total","From 20 to 24 years","Total","Number","62 038"
"2021","Cyprus","Total","From 25 to 29 years","Total","Number","75 175"
"2021","Latvia","Total","From 15 to 29 years","Total","Number","279 791"
"2021","Latvia","Total","From 15 to 19 years","Total","Number","90 565"
"2021","Latvia","Total","From 20 to 24 years","Total","Number","83 094"
"2021","Latvia","Total","From 25 to 29 years","Total","Number","106 132"
"2021","Lithuania","Total","From 15 to 29 years","Total","Number","461 553"
"2021","Lithuania","Total","From 15 to 19 years","Total","Number","127 278"
"2021","Lithuania","Total","From 20 to 24 years","Total","Number","151 542"
"2021","Lithuania","Total","From 25 to 29 years","Total","Number","182 733"
"2021","Luxembourg","Total","From 15 to 29 years","Total","Number","119 385"
"2021","Luxembourg","Total","From 15 to 19 years","Total","Number","33 071"
"2021","Luxembourg","Total","From 20 to 24 years","Total","Number","38 714"
"2021","Luxembourg","Total","From 25 to 29 years","Total","Number","47 600"
"2021","Hungary","Total","From 15 to 29 years","Total","Number","1 632 039"
"2021","Hungary","Total","From 15 to 19 years","Total","Number","487 750"
"2021","Hungary","Total","From 20 to 24 years","Total","Number","522 549"
"2021","Hungary","Total","From 25 to 29 years","Total","Number","621 740"
"2021","Malta","Total","From 15 to 29 years","Total","Number","96 811"
"2021","Malta","Total","From 15 to 19 years","Total","Number","21 406"
"2021","Malta","Total","From 20 to 24 years","Total","Number","30 537"
"2021","Malta","Total","From 25 to 29 years","Total","Number","44 868"
"2021","Netherlands","Total","From 15 to 29 years","Total","Number","3 272 163"
"2021","Netherlands","Total","From 15 to 19 years","Total","Number","1 031 735"
"2021","Netherlands","Total","From 20 to 24 years","Total","Number","1 107 486"
"2021","Netherlands","Total","From 25 to 29 years","Total","Number","1 132 942"
"2021","Austria","Total","From 15 to 29 years","Total","Number","1 537 444"
"2021","Austria","Total","From 15 to 19 years","Total","Number","435 249"
"2021","Austria","Total","From 20 to 24 years","Total","Number","506 733"
"2021","Austria","Total","From 25 to 29 years","Total","Number","595 462"
"2021","Poland","Total","From 15 to 29 years","Total","Number","6 135 772"
"2021","Poland","Total","From 15 to 19 years","Total","Number","1 778 465"
"2021","Poland","Total","From 20 to 24 years","Total","Number","1 957 763"
"2021","Poland","Total","From 25 to 29 years","Total","Number","2 399 544"
"2021","Portugal","Total","From 15 to 29 years","Total","Number","1 647 827"
"2021","Portugal","Total","From 15 to 19 years","Total","Number","536 441"
"2021","Portugal","Total","From 20 to 24 years","Total","Number","563 793"
"2021","Portugal","Total","From 25 to 29 years","Total","Number","547 593"
"2021","Romania","Total","From 15 to 29 years","Total","Number","3 039 883"
"2021","Romania","Total","From 15 to 19 years","Total","Number","1 026 945"
"2021","Romania","Total","From 20 to 24 years","Total","Number","1 005 225"
"2021","Romania","Total","From 25 to 29 years","Total","Number","1 007 713"
"2021","Slovenia","Total","From 15 to 29 years","Total","Number","310 610"
"2021","Slovenia","Total","From 15 to 19 years","Total","Number","93 947"
"2021","Slovenia","Total","From 20 to 24 years","Total","Number","103 658"
"2021","Slovenia","Total","From 25 to 29 years","Total","Number","113 005"
"2021","Slovakia","Total","From 15 to 29 years","Total","Number","898 953"
"2021","Slovakia","Total","From 15 to 19 years","Total","Number","262 174"
"2021","Slovakia","Total","From 20 to 24 years","Total","Number","286 207"
"2021","Slovakia","Total","From 25 to 29 years","Total","Number","350 572"
"2021","Finland","Total","From 15 to 29 years","Total","Number","959 632"
"2021","Finland","Total","From 15 to 19 years","Total","Number","298 232"
"2021","Finland","Total","From 20 to 24 years","Total","Number","308 410"
"2021","Finland","Total","From 25 to 29 years","Total","Number","352 990"
"2021","Sweden","Total","From 15 to 29 years","Total","Number","1 873 799"
"2021","Sweden","Total","From 15 to 19 years","Total","Number","576 576"
"2021","Sweden","Total","From 20 to 24 years","Total","Number","579 464"
"2021","Sweden","Total","From 25 to 29 years","Total","Number","717 759"
"2021","Iceland","Total","From 15 to 29 years","Total","Number","77 990"
"2021","Iceland","Total","From 15 to 19 years","Total","Number","22 303"
"2021","Iceland","Total","From 20 to 24 years","Total","Number","25 466"
"2021","Iceland","Total","From 25 to 29 years","Total","Number","30 221"
"2021","Liechtenstein","Total","From 15 to 29 years","Total","Number","6 449"
"2021","Liechtenstein","Total","From 15 to 19 years","Total","Number","1 966"
"2021","Liechtenstein","Total","From 20 to 24 years","Total","Number","2 153"
"2021","Liechtenstein","Total","From 25 to 29 years","Total","Number","2 330"
"2021","Norway","Total","From 15 to 29 years","Total","Number","1 021 506"
"2021","Norway","Total","From 15 to 19 years","Total","Number","316 199"
"2021","Norway","Total","From 20 to 24 years","Total","Number","338 421"
"2021","Norway","Total","From 25 to 29 years","Total","Number","366 886"
"2021","Switzerland","Total","From 15 to 29 years","Total","Number","1 458 164"
"2021","Switzerland","Total","From 15 to 19 years","Total","Number","420 030"
"2021","Switzerland","Total","From 20 to 24 years","Total","Number","478 181"
"2021","Switzerland","Total","From 25 to 29 years","Total","Number","559 953"
"2021","United Kingdom","Total","From 15 to 29 years","Total","Number",":"
"2021","United Kingdom","Total","From 15 to 19 years","Total","Number",":"
"2021","United Kingdom","Total","From 20 to 24 years","Total","Number",":"
"2021","United Kingdom","Total","From 25 to 29 years","Total","Number",":"
"2021","North Macedonia","Total","From 15 to 29 years","Total","Number",":"
"2021","North Macedonia","Total","From 15 to 19 years","Total","Number",":"
"2021","North Macedonia","Total","From 20 to 24 years","Total","Number",":"
"2021","North Macedonia","Total","From 25 to 29 years","Total","Number",":"
"2021","Albania","Total","From 15 to 29 years","Total","Number",":"
"2021","Albania","Total","From 15 to 19 years","Total","Number",":"
"2021","Albania","Total","From 20 to 24 years","Total","Number",":"
"2021","Albania","Total","From 25 to 29 years","Total","Number",":"
"2021","Serbia","Total","From 15 to 29 years","Total","Number",":"
"2021","Serbia","Total","From 15 to 19 years","Total","Number",":"
"2021","Serbia","Total","From 20 to 24 years","Total","Number",":"
"2021","Serbia","Total","From 25 to 29 years","Total","Number",":"
"2021","Turkey","Total","From 15 to 29 years","Total","Number",":"
"2021","Turkey","Total","From 15 to 19 years","Total","Number",":"
"2021","Turkey","Total","From 20 to 24 years","Total","Number",":"
"2021","Turkey","Total","From 25 to 29 years","Total","Number",":"
"2021","Andorra","Total","From 15 to 29 years","Total","Number",":"
"2021","Andorra","Total","From 15 to 19 years","Total","Number",":"
"2021","Andorra","Total","From 20 to 24 years","Total","Number",":"
"2021","Andorra","Total","From 25 to 29 years","Total","Number",":"
"2021","Ukraine","Total","From 15 to 29 years","Total","Number","6 480 369"
"2021","Ukraine","Total","From 15 to 19 years","Total","Number","1 901 428"
"2021","Ukraine","Total","From 20 to 24 years","Total","Number","1 999 133"
"2021","Ukraine","Total","From 25 to 29 years","Total","Number","2 579 808"
"2021","Montenegro","Total","From 15 to 29 years","Total","Number",":"
"2021","Montenegro","Total","From 15 to 19 years","Total","Number",":"
"2021","Montenegro","Total","From 20 to 24 years","Total","Number",":"
"2021","Montenegro","Total","From 25 to 29 years","Total","Number",":"
