"TIME","GEO","UNIT","ISCED11","ISCEDF13","SEX","Value"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Biochemistry","Total","166"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Environment","Total","167"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Physical sciences","Total","630"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","208"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","775"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","7,410"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","4,260"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","421"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","2,389"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","575"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Health and welfare","Total","4,428"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Health","Total","4,048"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Dental studies","Total","1,233"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Welfare","Total","374"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","0"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","22"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","352"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Services","Total","1,550"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","123"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Sports","Total","497"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","424"
"2019","Portugal","Number","Tertiary education (levels 5-8)","Transport services","Total","74"
"2019","Romania","Number","Tertiary education (levels 5-8)","Total","Total","30,294"
"2019","Romania","Number","Tertiary education (levels 5-8)","Education","Total","145"
"2019","Romania","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","2,472"
"2019","Romania","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","1,998"
"2019","Romania","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","4,666"
"2019","Romania","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","498"
"2019","Romania","Number","Tertiary education (levels 5-8)","Biology","Total","78"
"2019","Romania","Number","Tertiary education (levels 5-8)","Biochemistry","Total","11"
"2019","Romania","Number","Tertiary education (levels 5-8)","Environment","Total","81"
"2019","Romania","Number","Tertiary education (levels 5-8)","Physical sciences","Total","249"
"2019","Romania","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","40"
"2019","Romania","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","992"
"2019","Romania","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","3,712"
"2019","Romania","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","2,235"
"2019","Romania","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","546"
"2019","Romania","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","662"
"2019","Romania","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","1,133"
"2019","Romania","Number","Tertiary education (levels 5-8)","Health and welfare","Total","13,658"
"2019","Romania","Number","Tertiary education (levels 5-8)","Health","Total","13,575"
"2019","Romania","Number","Tertiary education (levels 5-8)","Dental studies","Total","2,798"
"2019","Romania","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2019","Romania","Number","Tertiary education (levels 5-8)","Welfare","Total","83"
"2019","Romania","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","0"
"2019","Romania","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","3"
"2019","Romania","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","79"
"2019","Romania","Number","Tertiary education (levels 5-8)","Services","Total","1,020"
"2019","Romania","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2019","Romania","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2019","Romania","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","0"
"2019","Romania","Number","Tertiary education (levels 5-8)","Sports","Total","742"
"2019","Romania","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","26"
"2019","Romania","Number","Tertiary education (levels 5-8)","Transport services","Total","161"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Total","Total","5,071"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Education","Total","243"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","536"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","788"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","897"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","385"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Biology","Total",":"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Biochemistry","Total",":"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Environment","Total",":"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Physical sciences","Total",":"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total",":"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","366"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","964"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total",":"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total",":"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Architecture and construction","Total",":"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","87"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Health and welfare","Total","428"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Health","Total",":"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Dental studies","Total",":"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Welfare","Total",":"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total",":"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Child care and youth services","Total",":"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Social work and counselling","Total",":"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Services","Total","378"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Domestic services","Total",":"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total",":"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total",":"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Sports","Total",":"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total",":"
"2019","Slovenia","Number","Tertiary education (levels 5-8)","Transport services","Total",":"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Total","Total","12,730"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Education","Total","1,114"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","942"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","611"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","1,419"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","312"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Biology","Total","80"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Biochemistry","Total","31"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Environment","Total","41"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Physical sciences","Total","134"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","26"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","406"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","1,249"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","739"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","180"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","177"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","349"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Health and welfare","Total","5,930"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Health","Total","5,767"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Dental studies","Total","292"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Welfare","Total","90"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","0"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","0"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","90"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Services","Total","398"
"2019","Slovakia","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
