"TIME","GEO","UNIT","ISCED11","ISCEDF13","SEX","Value"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","119"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","148"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","169"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Biology","Total","29"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Biochemistry","Total","2"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Environment","Total","51"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Physical sciences","Total","85"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","2"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","24"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","61"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","37"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","4"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","10"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","21"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Health and welfare","Total","45"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Health","Total","22"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Dental studies","Total","2"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Welfare","Total","8"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","0"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","0"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","8"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Services","Total","10"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","0"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Sports","Total","0"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","10"
"2016","Iceland","Number","Tertiary education (levels 5-8)","Transport services","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Total","Total","530"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Education","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","5"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","466"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Biology","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Biochemistry","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Environment","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Physical sciences","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Health and welfare","Total","59"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Health","Total","59"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Dental studies","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Welfare","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Services","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Sports","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","0"
"2016","Liechtenstein","Number","Tertiary education (levels 5-8)","Transport services","Total","0"
"2016","Norway","Number","Tertiary education (levels 5-8)","Total","Total","10,880"
"2016","Norway","Number","Tertiary education (levels 5-8)","Education","Total","494"
"2016","Norway","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","1,923"
"2016","Norway","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","1,262"
"2016","Norway","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","1,493"
"2016","Norway","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","1,685"
"2016","Norway","Number","Tertiary education (levels 5-8)","Biology","Total","247"
"2016","Norway","Number","Tertiary education (levels 5-8)","Biochemistry","Total","84"
"2016","Norway","Number","Tertiary education (levels 5-8)","Environment","Total","111"
"2016","Norway","Number","Tertiary education (levels 5-8)","Physical sciences","Total","377"
"2016","Norway","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","160"
"2016","Norway","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","641"
"2016","Norway","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","1,588"
"2016","Norway","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","1,227"
"2016","Norway","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","17"
"2016","Norway","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","272"
"2016","Norway","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","155"
"2016","Norway","Number","Tertiary education (levels 5-8)","Health and welfare","Total","1,241"
"2016","Norway","Number","Tertiary education (levels 5-8)","Health","Total","1,033"
"2016","Norway","Number","Tertiary education (levels 5-8)","Dental studies","Total","30"
"2016","Norway","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2016","Norway","Number","Tertiary education (levels 5-8)","Welfare","Total","197"
"2016","Norway","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","0"
"2016","Norway","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","34"
"2016","Norway","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","163"
"2016","Norway","Number","Tertiary education (levels 5-8)","Services","Total","346"
"2016","Norway","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2016","Norway","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2016","Norway","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","61"
"2016","Norway","Number","Tertiary education (levels 5-8)","Sports","Total","116"
"2016","Norway","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","50"
"2016","Norway","Number","Tertiary education (levels 5-8)","Transport services","Total","79"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Total","Total","51,911"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Education","Total","2,523"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","7,439"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","6,157"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","10,498"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","8,532"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Biology","Total","2,800"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Biochemistry","Total","0"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Environment","Total","1,101"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Physical sciences","Total","3,665"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","966"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","1,694"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","9,072"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","5,291"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","491"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","3,290"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","281"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Health and welfare","Total","4,000"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Health","Total","3,224"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Dental studies","Total","212"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Welfare","Total","776"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","0"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","0"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","776"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Services","Total","1,049"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Domestic services","Total","48"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","957"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Sports","Total","5"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","37"
"2016","Switzerland","Number","Tertiary education (levels 5-8)","Transport services","Total","0"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Total","Total","432,001"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Education","Total","9,977"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","54,970"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","52,404"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","145,363"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","48,324"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Biology","Total","4,780"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Biochemistry","Total","0"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Environment","Total","0"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Physical sciences","Total","15,111"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","9,399"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","18,957"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","65,417"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","38,814"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","3,734"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","20,809"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","3,367"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Health and welfare","Total","31,439"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Health","Total","31,439"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Dental studies","Total","1,092"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Welfare","Total","0"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","0"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","0"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","0"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Services","Total","0"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","0"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Sports","Total","0"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","0"
"2016","United Kingdom","Number","Tertiary education (levels 5-8)","Transport services","Total","0"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Total","Total","3,188"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Education","Total","111"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","449"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","372"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","765"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","117"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Biology","Total","22"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Biochemistry","Total","1"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Environment","Total","7"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Physical sciences","Total","17"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","70"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","246"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","323"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","42"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","5"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","276"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","4"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Health and welfare","Total","758"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Health","Total","748"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Dental studies","Total","283"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Welfare","Total","10"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","0"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","0"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","10"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Services","Total","43"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","6"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Sports","Total","0"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","14"
"2016","North Macedonia","Number","Tertiary education (levels 5-8)","Transport services","Total","15"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Total","Total","10,690"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Education","Total","501"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","1,134"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","961"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","1,686"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","759"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Biology","Total","176"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Biochemistry","Total","22"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Environment","Total","112"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Physical sciences","Total","328"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","121"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","724"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","2,452"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","1,385"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","236"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","831"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","445"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Health and welfare","Total","1,489"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Health","Total","1,428"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Dental studies","Total","208"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Welfare","Total","61"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","0"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","0"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","61"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Services","Total","539"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","7"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","24"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Sports","Total","75"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","174"
"2016","Serbia","Number","Tertiary education (levels 5-8)","Transport services","Total","0"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Total","Total","87,903"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Education","Total","5,046"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","11,402"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","12,991"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","17,042"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","5,186"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Biology","Total","1,254"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Biochemistry","Total","561"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Environment","Total","37"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Physical sciences","Total","2,270"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","1,055"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","812"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","22,066"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","12,133"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","1,568"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","6,952"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","1,496"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Health and welfare","Total","9,566"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Health","Total","9,300"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Dental studies","Total","1,436"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Welfare","Total","232"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","22"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","2"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","208"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Services","Total","2,253"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Domestic services","Total","1"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","10"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","1,522"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Sports","Total","43"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","361"
"2016","Turkey","Number","Tertiary education (levels 5-8)","Transport services","Total","265"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Total","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Education","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Arts and humanities","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Business, administration and law","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Biology","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Biochemistry","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Environment","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Physical sciences","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Architecture and construction","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Health and welfare","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Health","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Dental studies","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Welfare","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Child care and youth services","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Social work and counselling","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Services","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Domestic services","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Sports","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total",":"
"2016","Bosnia and Herzegovina","Number","Tertiary education (levels 5-8)","Transport services","Total",":"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Total","Total","45,583"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Education","Total","1,561"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Arts and humanities","Total","6,383"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Social sciences, journalism and information","Total","4,776"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Business, administration and law","Total","5,444"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Natural sciences, mathematics and statistics","Total","1,938"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Biology","Total","246"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Biochemistry","Total","46"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Environment","Total","159"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Physical sciences","Total","432"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Mathematics and statistics","Total","336"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Information and Communication Technologies","Total","714"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Engineering, manufacturing and construction","Total","5,007"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Engineering and engineering trades","Total","1,931"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Manufacturing and processing","Total","472"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Architecture and construction","Total","2,025"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Agriculture, forestry, fisheries and veterinary","Total","2,315"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Health and welfare","Total","16,435"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Health","Total","14,506"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Dental studies","Total","646"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Medicine, therapy and rehabilitation","Total",":"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Welfare","Total","1,217"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Care of the elderly and of disabled adults","Total","2"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Child care and youth services","Total","34"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Social work and counselling","Total","713"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Services","Total","791"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Domestic services","Total","0"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Hair and beauty services","Total","0"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Hotel, restaurants and catering","Total","55"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Sports","Total","409"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Travel, tourism and leisure","Total","161"
"2017","Belgium","Number","Tertiary education (levels 5-8)","Transport services","Total","149"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Total","Total","13,746"
"2017","Bulgaria","Number","Tertiary education (levels 5-8)","Education","Total","537"
